PEDRINHAS-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
PINHAO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
PIRAMBU-SE,,,,,,SE,,,,"1.232.883,50",,,,,,,,"15.253,87",,,,,,"1.248.137,37",,,,,,"2.134.824,74",,,,,,,,,,,
POCO REDONDO-SE,,,,,,SE,,,,"3.983,05",,,,,,,,-,,,,,,"3.983,05",,,,,,"7.593,66",,,,,,,,,,,
POCO VERDE-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
PORTO DA FOLHA-SE,,,,,,SE,,,,"3.983,05",,,,,,,,-,,,,,,"3.983,05",,,,,,"7.593,66",,,,,,,,,,,
PROPRIA-SE,,,,,,SE,,,,"3.983,05",,,,,,,,-,,,,,,"3.983,05",,,,,,"7.593,66",,,,,,,,,,,
RIACHAO DO DANTAS-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
RIACHUELO-SE,,,,,,SE,,,,"33.030,98",,,,,,,,"19.401,97",,,,,,"52.432,95",,,,,,"106.810,23",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIBEIROPOLIS-SE,,,,,,SE,,,,"3.392,97",,,,,,,,-,,,,,,"3.392,97",,,,,,"6.468,67",,,,,,,,,,,
ROSARIO DO CATETE-SE,,,,,,SE,,,,"142.121,86",,,,,,,,"62.595,29",,,,,,"204.717,15",,,,,,"388.059,61",,,,,,,,,,,
SALGADO-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,,,SE,,,,"3.245,45",,,,,,,,-,,,,,,"3.245,45",,,,,,"6.187,43",,,,,,,,,,,
SANTA ROSA DE LIMA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,,,SE,,,,"81.179,16",,,,,,,,"6.796,14",,,,,,"87.975,30",,,,,,"169.926,95",,,,,,,,,,,
SAO CRISTOVAO-SE,,,,,,SE,,,,"75.862,74",,,,,,,,"1.550,64",,,,,,"77.413,38",,,,,,"152.669,97",,,,,,,,,,,
SAO DOMINGOS-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
SAO FRANCISCO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
SIMAO DIAS-SE,,,,,,SE,,,,"4.425,61",,,,,,,,-,,,,,,"4.425,61",,,,,,"8.437,40",,,,,,,,,,,
SIRIRI-SE,,,,,,SE,,,,"161.027,99",,,,,,,,"60.973,13",,,,,,"222.001,12",,,,,,"427.162,89",,,,,,,,,,,
TELHA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
TOBIAS BARRETO-SE,,,,,,SE,,,,"4.573,14",,,,,,,,-,,,,,,"4.573,14",,,,,,"8.718,66",,,,,,,,,,,
TOMAR DO GERU-SE,,,,,,SE,,,,"3.245,45",,,,,,,,-,,,,,,"3.245,45",,,,,,"6.187,43",,,,,,,,,,,
UMBAUBA-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
SERGIPE TOTAL,,,,,,,,,,"5.798.234,57",,,,,,,,"1.908.665,14",,,,,,"7.706.899,71",,,,,,"14.218.725,59",,,,,,,,,,,
ARUJA-SP,,,,,,SP,,,,"1.431,51",,,,,,,,-,,,,,,"1.431,51",,,,,,"2.837,50",,,,,,,,,,,
BARRA DO TURVO-SP,,,,,,SP,,,,"867,58",,,,,,,,-,,,,,,"867,58",,,,,,"1.719,69",,,,,,,,,,,
BARUERI-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
BERTIOGA-SP,,,,,,SP,,,,"53.080,32",,,,,,,,"1.388.503,75",,,,,,"1.441.584,07",,,,,,"2.877.073,65",,,,,,,,,,,
BIRITIBA-MIRIM-SP,,,,,,SP,,,,"1.171,24",,,,,,,,-,,,,,,"1.171,24",,,,,,"2.321,59",,,,,,,,,,,
CAIEIRAS-SP,,,,,,SP,,,,"1.474,89",,,,,,,,-,,,,,,"1.474,89",,,,,,"2.923,48",,,,,,,,,,,
CAJAMAR-SP,,,,,,SP,,,,"1.388,13",,,,,,,,-,,,,,,"1.388,13",,,,,,"2.751,51",,,,,,,,,,,
CAJATI-SP,,,,,,SP,,,,"1.214,62",,,,,,,,-,,,,,,"1.214,62",,,,,,"2.407,58",,,,,,,,,,,
CANANEIA-SP,,,,,,SP,,,,"41.705,97",,,,,,,,"70.630,11",,,,,,"112.336,08",,,,,,"222.669,10",,,,,,,,,,,
CARAGUATATUBA-SP,,,,,,SP,,,,-,,,,,,,,"1.314.821,73",,,,,,"1.314.821,73",,,,,,"2.625.809,26",,,,,,,,,,,
CARAPICUIBA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
COTIA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
CUBATAO-SP,,,,,,SP,,,,"70.141,86",,,,,,,,"8,41",,,,,,"70.150,27",,,,,,"139.041,43",,,,,,,,,,,
DIADEMA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
ELDORADO-SP,,,,,,SP,,,,"997,72",,,,,,,,-,,,,,,"997,72",,,,,,"1.977,65",,,,,,,,,,,
EMBU-GUACU-SP,,,,,,SP,,,,"1.431,51",,,,,,,,-,,,,,,"1.431,51",,,,,,"2.837,50",,,,,,,,,,,
EMBU-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,,,,SP,,,,"1.691,79",,,,,,,,-,,,,,,"1.691,79",,,,,,"3.353,41",,,,,,,,,,,
FRANCISCO MORATO-SP,,,,,,SP,,,,"1.691,79",,,,,,,,-,,,,,,"1.691,79",,,,,,"3.353,41",,,,,,,,,,,
FRANCO DA ROCHA-SP,,,,,,SP,,,,"1.605,03",,,,,,,,-,,,,,,"1.605,03",,,,,,"3.181,44",,,,,,,,,,,
GUARAREMA-SP,,,,,,SP,,,,"1.127,86",,,,,,,,-,,,,,,"1.127,86",,,,,,"2.235,61",,,,,,,,,,,
GUARUJA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,"8,41",,,,,,"1.743,58",,,,,,"3.447,81",,,,,,,,,,,
GUARULHOS-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
IGUAPE-SP,,,,,,SP,,,,"1.171,24",,,,,,,,-,,,,,,"1.171,24",,,,,,"2.321,59",,,,,,,,,,,
ILHA COMPRIDA-SP,,,,,,SP,,,,"867,58",,,,,,,,-,,,,,,"867,58",,,,,,"1.719,69",,,,,,,,,,,
ILHABELA-SP,,,,,,SP,,,,-,,,,,,,,"1.314.821,73",,,,,,"1.314.821,73",,,,,,"2.625.809,26",,,,,,,,,,,
ITANHAEM-SP,,,,,,SP,,,,"1.474,89",,,,,,,,-,,,,,,"1.474,89",,,,,,"2.923,48",,,,,,,,,,,
ITAPECERICA DA SERRA-SP,,,,,,SP,,,,"1.691,79",,,,,,,,-,,,,,,"1.691,79",,,,,,"3.353,41",,,,,,,,,,,
ITAPEVI-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
ITAQUAQUECETUBA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
ITARIRI-SP,,,,,,SP,,,,"954,34",,,,,,,,-,,,,,,"954,34",,,,,,"1.891,66",,,,,,,,,,,
JACUPIRANGA-SP,,,,,,SP,,,,"1.041,10",,,,,,,,-,,,,,,"1.041,10",,,,,,"2.063,63",,,,,,,,,,,
"Superintendência de Controle das Participações Governamentais
*Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art.2º
da  Lei  nº  9.715,  de  25  de  novembro  de  1998,  combinado  com  o  parágrafo  6º  do  Art.  19  da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDIRA-SP,,,,,,SP,,,,"1.561,65",,,,,,,,-,,,,,,"1.561,65",,,,,,"3.095,45",,,,,,,,,,,
JUQUIA-SP,,,,,,SP,,,,"1.127,86",,,,,,,,-,,,,,,"1.127,86",,,,,,"2.235,61",,,,,,,,,,,
JUQUITIBA-SP,,,,,,SP,,,,"1.171,24",,,,,,,,-,,,,,,"1.171,24",,,,,,"2.321,59",,,,,,,,,,,
MAIRIPORA-SP,,,,,,SP,,,,"1.431,51",,,,,,,,-,,,,,,"1.431,51",,,,,,"2.837,50",,,,,,,,,,,
MAUA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
MIRACATU-SP,,,,,,SP,,,,"1.127,86",,,,,,,,-,,,,,,"1.127,86",,,,,,"2.235,61",,,,,,,,,,,
MOJI DAS CRUZES-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
MONGAGUA-SP,,,,,,SP,,,,"1.258,00",,,,,,,,-,,,,,,"1.258,00",,,,,,"2.493,56",,,,,,,,,,,
OSASCO-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
PARIQUERA-ACU-SP,,,,,,SP,,,,"1.041,10",,,,,,,,-,,,,,,"1.041,10",,,,,,"2.063,63",,,,,,,,,,,
PEDRO DE TOLEDO-SP,,,,,,SP,,,,"867,58",,,,,,,,-,,,,,,"867,58",,,,,,"1.719,69",,,,,,,,,,,
PERUIBE-SP,,,,,,SP,,,,"1.388,13",,,,,,,,-,,,,,,"1.388,13",,,,,,"2.751,51",,,,,,,,,,,
PINDAMONHANGABA-SP,,,,,,SP,,,,"26,92",,,,,,,,-,,,,,,"26,92",,,,,,"26,92",,,,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,,,SP,,,,"954,34",,,,,,,,-,,,,,,"954,34",,,,,,"1.891,66",,,,,,,,,,,
POA-SP,,,,,,SP,,,,"1.561,65",,,,,,,,-,,,,,,"1.561,65",,,,,,"3.095,45",,,,,,,,,,,
PRAIA GRANDE-SP,,,,,,SP,,,,"13.744,01",,,,,,,,"8,41",,,,,,"13.752,42",,,,,,"27.251,36",,,,,,,,,,,
REGISTRO-SP,,,,,,SP,,,,"1.388,13",,,,,,,,-,,,,,,"1.388,13",,,,,,"2.751,51",,,,,,,,,,,
RIBEIRAO PIRES-SP,,,,,,SP,,,,"1.605,03",,,,,,,,-,,,,,,"1.605,03",,,,,,"3.181,44",,,,,,,,,,,
RIO GRANDE DA SERRA-SP,,,,,,SP,,,,"1.301,37",,,,,,,,-,,,,,,"1.301,37",,,,,,"2.579,54",,,,,,,,,,,
SALESOPOLIS-SP,,,,,,SP,,,,"997,72",,,,,,,,-,,,,,,"997,72",,,,,,"1.977,65",,,,,,,,,,,
SANTA ISABEL-SP,,,,,,SP,,,,"1.344,75",,,,,,,,-,,,,,,"1.344,75",,,,,,"2.665,53",,,,,,,,,,,
SANTANA DE PARNAIBA-SP,,,,,,SP,,,,"1.518,27",,,,,,,,-,,,,,,"1.518,27",,,,,,"3.009,47",,,,,,,,,,,
SANTO ANDRE-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
SANTOS-SP,,,,,,SP,,,,"1.862,02",,,,,,,,"22,43",,,,,,"1.884,45",,,,,,"3.588,68",,,,,,,,,,,
SAO BERNARDO DO CAMPO-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
SAO CAETANO DO SUL-SP,,,,,,SP,,,,"1.691,79",,,,,,,,-,,,,,,"1.691,79",,,,,,"3.353,41",,,,,,,,,,,
SAO LOURENCO DA SERRA-SP,,,,,,SP,,,,"954,34",,,,,,,,-,,,,,,"954,34",,,,,,"1.891,66",,,,,,,,,,,
SAO PAULO-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
SAO SEBASTIAO-SP,,,,,,SP,,,,"1.177.225,28",,,,,,,,"2.629.643,48",,,,,,"3.806.868,76",,,,,,"7.250.301,01",,,,,,,,,,,
SAO VICENTE-SP,,,,,,SP,,,,"13.744,01",,,,,,,,"8,41",,,,,,"13.752,42",,,,,,"27.251,36",,,,,,,,,,,
SETE BARRAS-SP,,,,,,SP,,,,"954,34",,,,,,,,-,,,,,,"954,34",,,,,,"1.891,66",,,,,,,,,,,
SUZANO-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
TABOAO DA SERRA-SP,,,,,,SP,,,,"1.735,17",,,,,,,,-,,,,,,"1.735,17",,,,,,"3.439,40",,,,,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,,,,SP,,,,"1.258,00",,,,,,,,-,,,,,,"1.258,00",,,,,,"2.493,56",,,,,,,,,,,
SAO PAULO TOTAL,,,,,,,,,,"1.450.827,55",,,,,,,,"6.718.476,87",,,,,,"8.169.304,42",,,,,,"15.956.010,76",,,,,,,,,,,
